ranking,regionCode,firstName,lastName,teamId,teamName,age,height,weight,positionText,apps,minsPlayed,rating,goal,assistTotal,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,name,date,,,
449,kr,Dong-Won,Ji,16,Sunderland,23,188,80,Forward,5,205,6.37,0,0,1.4,1.4,0.2,0.4,0,0.6,0.4,Emanuele Giaccherini,1/1/2014,,,
343,nl,Dwight,Tiendalli,259,Swansea,29,180,69,Defender,10,754,6.613,0,0,0.3,0.5,0.4,0.5,0.2,0.4,0.4,Emmanuel Adebayor,1/1/2014,,,
448,eng,Dwight,Gayle,162,Crystal Palace,24,177,73,Forward,23,887,6.370869565,7,0,1.217391304,0.304347826,0.086956522,0.695652174,0.086956522,0.652173913,1.043478261,Erik Lamela,1/1/2014,,,
10,be,Eden,Hazard,15,Chelsea,23,173,74,Midfielder,35,2907,7.672,14,7,2.085714286,2.657142857,3.771428571,2.542857143,0.257142857,2.342857143,1.857142857,Erik Pieters,1/1/2014,,,
75,ba,Edin,Dzeko,167,Manchester City,28,193,84,Forward,31,2009,7.147741935,16,1,3.322580645,0.612903226,0.387096774,0.838709677,0.258064516,1.225806452,1.161290323,Cesar Azpilicueta,1/1/2014,,,
314,ch,Eldin,Jakupovic,214,Hull,30,188,78,Goalkeeper,1,90,6.66,0,0,0,0,0,0,0,0,0,El-Hadji Ba,1/1/2014,,,
442,fr,El-Hadji,Ba,16,Sunderland,21,183,70,Midfielder,1,19,6.38,0,0,0,1,0,0,0,0,1,Jo Inge Berget,1/1/2014,,,
548,eng,Elliot,Lee,29,West Ham,19,180,72,Forward,1,2,6.01,0,0,0,0,0,0,0,0,0,Gael Clichy,1/1/2014,,,
260,eng,Elliott,Bennett,168,Norwich,25,175,69,Midfielder,2,104,6.75,0,0,1.5,0.5,1.5,1,0,1,0,Martín Demichelis,1/1/2014,,,
488,me,Elsad,Zverotic,170,Fulham,28,178,76,Defender,6,407,6.238333333,0,0,0.666666667,0.5,0.166666667,1.333333333,0,0.166666667,0.166666667,Rafael Pereira da Silva,1/1/2014,,,
345,it,Emanuele,Giaccherini,16,Sunderland,29,167,60,Midfielder,24,1366,6.608333333,4,4,1.5,1.208333333,1.041666667,1,0.416666667,1.625,1.375,Fabio Pereira da Silva,1/1/2014,,,
70,tg,Emmanuel,Adebayor,30,Tottenham,30,191,82,Forward,21,1812,7.16,11,4,2.095238095,1.619047619,0.952380952,0.619047619,1.333333333,3.714285714,3.285714286,Andre Shurrle,1/1/2014,,,
145,nl,Erik,Pieters,96,Stoke,26,184,84,Defender,36,2912,6.967777778,1,2,0.277777778,0.444444444,0.361111111,1,0.055555556,0.555555556,0.666666667,Jose Paulo Bezerra Maciel Junior,1/1/2014,,,
438,ar,Erik,Lamela,30,Tottenham,22,183,79,Midfielder,9,331,6.392222222,0,1,0.888888889,0.666666667,1,0.444444444,0.222222222,1.222222222,0.444444444,Gnegneri Yaya Toure,1/1/2014,,,
160,fr,Etienne,Capoue,30,Tottenham,26,189,80,Midfielder,12,690,6.934166667,1,0,0.5,0.25,0.75,0.666666667,0,0.916666667,0.25,Jose Enrique Sanchez Diaz,1/1/2014,,,
365,eng,Ezekiel,Fryers,30,Tottenham,22,183,75,Defender,7,399,6.56,0,0,0.285714286,0.285714286,0.142857143,0.714285714,0,0.428571429,0.714285714,Adrian San Miguel del Castillo,1/1/2014,,,
86,eng,Fabian,Delph,24,Aston Villa,25,174,60,Midfielder,34,3003,7.121176471,3,2,1.058823529,0.823529412,1.676470588,1.794117647,0.029411765,1.176470588,1.088235294,Kevin Theophile-Catherine,1/1/2014,,,
232,it,Fabio,Borini,16,Sunderland,23,178,73,Forward,32,2154,6.804375,7,2,2.09375,0.8125,0.90625,1.84375,0.21875,1.53125,1.28125,Jonas Gutierrez,1/1/2014,,,
148,br,Fabio Pereira,da Silva,32,Manchester United,24,172,65,Defender,1,90,6.96,0,0,1,1,0,0,0,2,0,Tavares Varela Adilson Cabral,1/1/2014,,,
320,br,Fabio Pereira,da Silva,188,Cardiff,24,172,65,Defender,13,1012,6.653076923,0,0,0.692307692,0.461538462,0.923076923,1.230769231,0.230769231,1.384615385,0.846153846,Francisco Javier Garcia Fernandez,1/1/2014,,,
244,ar,Fabricio,Coloccini,23,Newcastle United,32,183,63,Defender,27,2407,6.782592593,0,0,0.111111111,0.148148148,0.259259259,0.444444444,0,0.111111111,0.222222222,Fabio Pereira da Silva,1/1/2014,,,
182,es,Fernando,Torres,15,Chelsea,30,186,81,Forward,28,1592,6.888214286,5,5,2.178571429,1.035714286,1.178571429,1,0.75,1.285714286,1.321428571,Luis Almeida da Cunha,1/1/2014,,,
191,es,Fernando,Amorebieta,170,Fulham,29,192,85,Defender,23,1884,6.870869565,1,0,0.47826087,0.217391304,0.304347826,0.52173913,0.043478261,0.173913043,0.173913043,Jose Alberto Canas Ruiz Herrera,1/1/2014,,,
23,br,Fernando,Luiz Rosa,167,Manchester City,29,179,67,Midfielder,33,2614,7.399393939,5,3,1.03030303,1.242424242,1.060606061,0.696969697,0,0.818181818,0.757575758,Sandro Ranieri Guimaraes Cordeiro,1/1/2014,,,
325,ng,Foluwashola,Ameobi,23,Newcastle United,33,191,76,Forward,26,1321,6.644615385,2,0,1.384615385,1,0.423076923,1.192307692,0.346153846,1.153846154,1.384615385,Gaston Ramirez,1/1/2014,,,
405,eng,Fraizer,Campbell,188,Cardiff,27,172,82,Forward,37,2795,6.488378378,6,2,1.648648649,0.594594595,0.621621622,1.648648649,0.621621622,1.864864865,2.108108108,Jose Campana,1/1/2014,,,
299,es,Francisco Javier,Garcia Fernandez,167,Manchester City,27,180,85,Midfielder,29,1530,6.680689655,0,0,0.344827586,0.344827586,0.103448276,0.379310345,0,0.24137931,0.137931034,Papiss Demba Cisse,1/1/2014,,,
97,eng,Frank,Lampard,15,Chelsea,36,184,89,Midfielder,26,1712,7.089615385,6,3,2.192307692,1.307692308,0.269230769,0.269230769,0.076923077,0.307692308,0.5,Adlene Guedioura,1/1/2014,,,
375,eng,Gabriel,Agbonlahor,24,Aston Villa,28,178,76,Forward,30,2456,6.545,4,5,1.533333333,0.966666667,0.933333333,1.2,0.833333333,1.566666667,1.6,Jonas Gutierrez,1/1/2014,,,
503,fr,Gabriel,Obertan,23,Newcastle United,25,186,79,Midfielder,3,33,6.206666667,0,0,0,0,0.666666667,0,0,0.333333333,0.666666667,Luis Alberto Romero Alconchel,1/1/2014,,,
49,fr,Gaël,Clichy,167,Manchester City,29,176,65,Defender,20,1660,7.2455,0,0,0.05,0.65,0.55,0.5,0,0.35,0.55,Alvaro Vazquez Garcia,1/1/2014,,,
94,nir,Gareth,McAuley,175,West Bromwich Albion,35,191,70,Defender,32,2862,7.0959375,2,0,0.59375,0.1875,0.3125,0.9375,0.09375,0.46875,0.28125,Joao Carlos Vilaca Teixeira,1/1/2014,,,
40,eng,Gareth,Barry,31,Everton,33,183,78,Midfielder,32,2851,7.2809375,2,4,0.5,1.28125,0.40625,1.25,0.03125,0.75,0.5625,Buomesca Tue Na Bangna,1/1/2014,,,
292,cl,Gary,Medel,188,Cardiff,27,172,71,Midfielder,34,2887,6.701764706,0,1,0.470588235,0.205882353,0.411764706,0.735294118,0.029411765,0.617647059,0.5,Jose Manuel Flores Moreno,1/1/2014,,,
37,eng,Gary,Cahill,15,Chelsea,28,193,86,Defender,30,2623,7.292666667,1,1,0.6,0.266666667,0.2,0.666666667,0,0.266666667,0.3,Zoltan Gera,1/1/2014,,,
432,eng,Gary,Hooper,168,Norwich,26,175,71,Forward,32,2031,6.4084375,6,2,1.3125,1.15625,0.125,0.375,0.15625,1.25,1.28125,Dong-Won Ji,1/1/2014,,,
385,uy,Gastón,Ramírez,18,Southampton,24,183,77,Midfielder,18,515,6.523333333,1,3,1.166666667,0.777777778,0.888888889,0.722222222,0.111111111,1.333333333,1,Sung-Yueng Ki,1/1/2014,,,
102,us,Geoff,Cameron,96,Stoke,29,191,84,Defender,37,3286,7.077567568,2,1,0.432432432,0.567567568,1.216216216,0.594594595,0.054054054,1,0.945945946,Sung-Yueng Ki,1/1/2014,,,
200,nir,George,McCartney,29,West Ham,33,180,69,Defender,22,1842,6.856818182,0,0,0.090909091,0.454545455,0.272727273,1.045454545,0.045454545,0.318181818,0.318181818,Bo-Kyung Kim,1/1/2014,,,
403,sct,George,Boyd,214,Hull,29,186,79,Midfielder,29,1203,6.489310345,2,2,0.827586207,0.586206897,0.448275862,0.551724138,0.275862069,1.103448276,0.896551724,John Obi Mikel,1/1/2014,,,
335,es,Gerard,Deulofeu,31,Everton,20,171,68,Midfielder,25,905,6.6312,3,3,1.24,0.36,1.76,0.36,0.12,0.96,0.8,Jesus Navas,1/1/2014,,,
412,de,Gerhard,Tremmel,259,Swansea,36,190,86,Goalkeeper,12,1080,6.465833333,0,0,0,0,0,0.083333333,0,0,0,Alvaro Negredo,1/1/2014,,,
298,gr,Giorgos,Karagounis,170,Fulham,37,176,74,Midfielder,14,664,6.686428571,0,0,0.571428571,0.928571429,0.642857143,2.142857143,0.071428571,0.857142857,0.571428571,Pablo Daniel Osvaldo,1/1/2014,,,
77,eng,Glen,Johnson,26,Liverpool,30,178,70,Defender,29,2527,7.144827586,0,2,0.689655172,0.965517241,1.586206897,1.310344828,0.034482759,1.172413793,1.137931034,Loic Remy,1/1/2014,,,
251,ie,Glenn,Whelan,96,Stoke,30,180,79,Midfielder,32,2421,6.7696875,0,1,0.40625,0.875,0.25,0.5625,0,0.71875,0.625,John Arne Riise,1/1/2014,,,
464,eng,Glenn,Murray,162,Crystal Palace,31,183,80,Forward,14,397,6.335,1,1,0.928571429,0.357142857,0.214285714,0.785714286,0.428571429,0.785714286,1.428571429,Stephane Sessegnon,1/1/2014,,,
15,ci,Gnegneri Yaya,Touré,167,Manchester City,31,189,90,Midfielder,35,2939,7.539428571,20,9,1.828571429,1.171428571,1.2,0.685714286,0.085714286,0.885714286,0.8,Stephane Sessegnon,1/1/2014,,,
451,mk,Goran,Popov,175,West Bromwich Albion,30,189,89,Defender,2,84,6.365,0,0,0,0,1,0,0,0,0,Luis Antonio Valencia,1/1/2014,,,
159,sct,Graham,Dorrans,175,West Bromwich Albion,27,175,65,Midfielder,14,1109,6.935,2,0,1.285714286,2.285714286,0.642857143,0.857142857,0,1.285714286,0.571428571,Etienne Capoue,1/1/2014,,,
495,eng,Grant,Holt,24,Aston Villa,33,183,77,Forward,10,378,6.225,1,0,0.3,0.5,0,1.1,0.2,0.7,0.7,Ezekiel Fryers,1/1/2014,,,
522,br,Guilherme,Do Prado,18,Southampton,32,189,78,Forward,9,76,6.112222222,0,0,0.333333333,0.111111111,0.222222222,0,0,0.222222222,0.222222222,Fabian Delph,1/1/2014,,,
214,ci,Guy,Demel,29,West Ham,33,188,88,Defender,32,2645,6.83625,1,0,0.40625,0.4375,1.03125,0.5625,0.03125,0.75,0.53125,Fabio Borini,1/1/2014,,,
347,is,Gylfi,Sigurdsson,30,Tottenham,25,186,79,Midfielder,25,1287,6.6012,5,0,1.48,0.6,0.44,0.68,0.08,1.12,0.72,Fabricio Coloccini,1/1/2014,,,
551,eng,Harrison,Reed,18,Southampton,19,181,72,Midfielder,4,10,6.005,0,0,0,0,0,0.25,0,0.25,0.25,Fernando Amorebieta,1/1/2014,,,
194,eng,Harry,Kane,30,Tottenham,21,183,65,Forward,10,502,6.865,3,0,2.8,0.7,0.5,1.1,0.5,0.9,1.1,Fernando Luiz Rosa,1/1/2014,,,
262,fr,Hatem,Ben Arfa,23,Newcastle United,27,177,69,Midfielder,27,1309,6.749259259,3,3,1.703703704,1.111111111,2.407407407,0.925925926,0,1.592592593,1.407407407,Fernando Torres,1/1/2014,,,
263,fr,Hugo,Lloris,30,Tottenham,27,188,73,Goalkeeper,37,3330,6.747567568,0,0,0,0.027027027,0.054054054,0.108108108,0,0,0.027027027,Foluwashola Ameobi,1/1/2014,,,
400,co,Hugo,Rodallega,170,Fulham,29,181,72,Forward,13,625,6.493846154,2,2,1.384615385,1.076923077,0.153846154,0.384615385,0.230769231,0.769230769,1.538461538,Fraizer Campbell,1/1/2014,,,
494,es,Iago,Aspas,26,Liverpool,27,176,67,Forward,14,385,6.227857143,0,1,0.142857143,0.571428571,0.071428571,0.5,0.071428571,0.642857143,0.642857143,Frank Lampard,1/1/2014,,,
545,ar,Ignacio,Scocco,16,Sunderland,29,176,71,Forward,6,93,6.026666667,0,0,0.5,0,0.166666667,0.166666667,0,0.5,0.333333333,Gabriel Agbonlahor,1/1/2014,,,
125,eng,Jack,Wilshere,13,Arsenal,22,172,68,Midfielder,24,1725,7.017916667,3,4,0.875,1.375,1.875,1.833333333,0.208333333,1.208333333,1.666666667,Gabriel Obertan,1/1/2014,,,
243,eng,Jack,Cork,18,Southampton,25,183,70,Midfielder,28,1747,6.782857143,0,1,0.642857143,0.535714286,0.571428571,0.571428571,0.035714286,0.821428571,0.464285714,Gareth Barry,1/1/2014,,,
273,eng,Jack,Colback,16,Sunderland,25,176,70,Midfielder,33,2433,6.727575758,3,2,0.515151515,0.606060606,0.393939394,1.696969697,0.03030303,0.757575758,0.606060606,Gareth McAuley,1/1/2014,,,
285,eng,Jack,Butland,96,Stoke,21,192,95,Goalkeeper,3,225,6.713333333,0,0,0,0.333333333,0,0,0,0,0,Gary Cahill,1/1/2014,,,
485,wls,Jack,Collison,29,West Ham,26,183,75,Midfielder,10,467,6.24,0,0,0.7,0,0.1,0.1,0,0.4,0.4,Gary Hooper,1/1/2014,,,
493,eng,Jack,Rodwell,167,Manchester City,23,188,80,Midfielder,5,109,6.228,0,0,0.8,0.2,0,0,0,0.2,0.4,Gary Medel,1/1/2014,,,
527,ie,Jack,Grealish,24,Aston Villa,19,178,68,Midfielder,1,2,6.1,0,0,0,1,0,0,0,0,0,Geoff Cameron,1/1/2014,,,
226,eng,Jake,Livermore,214,Hull,25,180,76,Midfielder,36,3056,6.814722222,3,4,1.083333333,0.972222222,0.583333333,0.888888889,0,1.277777778,1.444444444,George Boyd,1/1/2014,,,
502,jm,Jamar,Loza,168,Norwich,20,177,71,Forward,1,32,6.21,0,0,1,0,1,1,0,0,2,George McCartney,1/1/2014,,,
3,eng,James,Wilson,32,Manchester United,19,184,73,Forward,1,65,8.04,2,0,4,0,0,0,0,0,0,Gerard Deulofeu,1/1/2014,,,
222,wls,James,Chester,214,Hull,25,180,70,Defender,24,1871,6.819166667,1,0,0.416666667,0.166666667,0.416666667,0.416666667,0,0.375,0.5,Gerhard Tremmel,1/1/2014,,,
227,sct,James,Morrison,175,West Bromwich Albion,28,178,64,Midfielder,32,2215,6.81375,1,3,1.46875,1.0625,0.78125,0.5625,0.0625,1.1875,1.09375,Giorgos Karagounis,1/1/2014,,,
334,eng,James,Ward-Prowse,18,Southampton,20,173,66,Midfielder,34,1609,6.631470588,0,2,0.588235294,1.147058824,0.147058824,0.5,0,0.529411765,0.264705882,Glen Johnson,1/1/2014,,,
360,eng,James,Milner,167,Manchester City,28,175,70,Midfielder,31,1362,6.575806452,1,4,0.806451613,0.967741935,0.580645161,0.64516129,0.096774194,0.806451613,0.548387097,Glenn Murray,1/1/2014,,,
66,eng,James,Tomkins,29,West Ham,25,191,74,Defender,31,2622,7.167741935,0,0,0.35483871,0.129032258,0.064516129,0.806451613,0.032258065,0.064516129,0.161290323,Glenn Whelan,1/1/2014,,,
72,wls,James,Collins,29,West Ham,31,188,83,Defender,24,1903,7.1525,1,0,0.583333333,0.083333333,0.125,0.333333333,0.083333333,0.041666667,0.166666667,Goran Popov,1/1/2014,,,
80,ie,James,McCarthy,31,Everton,24,180,72,Midfielder,34,2859,7.137647059,1,3,0.617647059,1.235294118,0.676470588,0.794117647,0,1,0.705882353,Graham Dorrans,1/1/2014,,,
162,be,Jan,Vertonghen,30,Tottenham,27,189,86,Defender,23,2007,6.929130435,0,0,0.565217391,0.391304348,0.739130435,1.043478261,0.086956522,1.173913043,0.869565217,Grant Holt,1/1/2014,,,
124,eng,Jason,Puncheon,162,Crystal Palace,28,173,70,Midfielder,34,2527,7.023235294,7,2,2.264705882,1.441176471,1.647058824,0.5,0.029411765,1.588235294,1.705882353,Guilherme Do Prado,1/1/2014,,,
406,es,Javier,Garrido,168,Norwich,29,178,75,Defender,6,517,6.486666667,0,0,0,0.666666667,0,0.333333333,0.166666667,0.333333333,0.5,Guy Demel,1/1/2014,,,
436,mx,Javier,Hernández,32,Manchester United,26,175,71,Forward,24,844,6.393333333,4,2,0.875,0.541666667,0.208333333,0.583333333,0.416666667,0.666666667,1.166666667,Gylfi Sigurdsson,1/1/2014,,,
95,eng,Jay,Rodriguez,18,Southampton,25,185,80,Forward,33,2580,7.091818182,15,3,3.060606061,0.606060606,1.212121212,0.96969697,0.818181818,1.909090909,2.454545455,Harrison Reed,1/1/2014,,,
378,sct,Jay,Fulton,259,Swansea,20,178,68,Midfielder,2,81,6.54,0,0,0,0,0.5,0,0,0,0.5,Harry Kane,1/1/2014,,,
471,eng,Jermain,Defoe,30,Tottenham,32,171,65,Forward,14,423,6.280714286,1,0,1.428571429,0.571428571,0.214285714,0.357142857,0.214285714,0.714285714,1.214285714,Hatem Ben Arfa,1/1/2014,,,
512,eng,Jermaine,Pennant,96,Stoke,31,173,64,Midfielder,8,179,6.155,1,0,0.125,0.25,0.125,0.625,0.375,0.625,0.375,Hugo Lloris,1/1/2014,,,
417,eng,Jerome,Thomas,162,Crystal Palace,31,178,79,Midfielder,9,369,6.456666667,0,0,0.666666667,1.111111111,0.666666667,1.111111111,0.222222222,0.888888889,1.555555556,Hugo Rodallega,1/1/2014,,,
81,es,Jesús,Navas,167,Manchester City,29,170,60,Midfielder,30,1783,7.136666667,4,7,1.133333333,1.933333333,0.833333333,0.5,0.066666667,0.766666667,0.8,Iago Aspas,1/1/2014,,,
517,fr,Jimmy,Kebe,162,Crystal Palace,30,187,73,Midfielder,6,192,6.13,0,0,0.833333333,0.166666667,0.5,0.666666667,0.166666667,0.333333333,1,Ignacio Scocco,1/1/2014,,,
518,no,Jo Inge,Berget,188,Cardiff,24,184,78,Forward,1,11,6.13,0,0,1,0,0,0,0,0,0,Jack Butland,1/1/2014,,,
540,None,Joao Carlos,Vilaca Teixeira,26,Liverpool,21,167,64,Forward,1,8,6.04,0,0,2,0,0,0,0,1,1,Jack Colback,1/1/2014,,,
101,wls,Joe,Ledley,162,Crystal Palace,27,183,73,Midfielder,14,1250,7.079285714,2,1,0.785714286,0.714285714,0.571428571,1.214285714,0.142857143,0.5,1.071428571,Jack Collison,1/1/2014,,,
175,wls,Joe,Allen,26,Liverpool,24,168,62,Midfielder,24,1443,6.89625,1,0,0.791666667,0.75,0.791666667,0.958333333,0,1.083333333,1.083333333,Jack Cork,1/1/2014,,,
281,eng,Joe,Hart,167,Manchester City,27,196,91,Goalkeeper,31,2790,6.714516129,0,0,0,0.032258065,0,0.129032258,0,0,0.032258065,Jack Grealish,1/1/2014,,,
21,eng,Joe,Lewis,188,Cardiff,27,198,85,Goalkeeper,1,90,7.41,0,0,0,0,0,0,0,0,0,Jack Rodwell,1/1/2014,,,
356,eng,Joe,Bennett,24,Aston Villa,24,183,74,Defender,5,247,6.588,0,0,0.2,0,0.6,0.2,0.2,0,0.8,Jack Wilshere,1/1/2014,,,
410,eng,Joe,Cole,29,West Ham,33,175,63,Midfielder,20,745,6.4835,3,0,0.9,0.15,0.35,0.5,0.4,0.45,0.3,Jake Livermore,1/1/2014,,,
41,eng,Joel,Ward,162,Crystal Palace,25,180,80,Defender,36,3240,7.280555556,0,2,0.527777778,0.555555556,0.833333333,1.138888889,0.055555556,0.833333333,0.583333333,Jamar Loza,1/1/2014,,,
560,es,Joel,Robles,31,Everton,24,195,90,Goalkeeper,2,156,5.835,0,0,0,0,0,0,0,0,0,James Chester,1/1/2014,,,
346,ie,Joey,O'Brien,29,West Ham,28,180,70,Defender,17,1236,6.604705882,0,0,0.235294118,0.176470588,0.411764706,1,0,0.411764706,0.705882353,James Collins,1/1/2014,,,
411,se,Johan,Elmander,168,Norwich,33,188,84,Forward,29,1502,6.473793103,1,4,0.862068966,0.862068966,0.24137931,0.586206897,0.482758621,1.034482759,0.827586207,James Ward-Prowse,1/1/2014,,,
215,eng,John,Stones,31,Everton,20,188,70,Defender,21,1369,6.835238095,0,0,0.047619048,0.285714286,0.714285714,0.380952381,0.047619048,0.380952381,0.380952381,James McCarthy,1/1/2014,,,
286,ie,John,O'Shea,16,Sunderland,33,191,75,Defender,33,2936,6.711212121,1,0,0.212121212,0.151515152,0.060606061,0.333333333,0,0.03030303,0.363636364,James Milner,1/1/2014,,,
296,eng,John,Ruddy,168,Norwich,28,193,97,Goalkeeper,38,3420,6.691578947,0,0,0,0.078947368,0.052631579,0.184210526,0,0,0,James Morrison,1/1/2014,,,
362,nl,John,Heitinga,170,Fulham,31,182,72,Defender,14,1231,6.563571429,1,1,0.642857143,0.357142857,0.071428571,0.214285714,0,0,0.214285714,James Tomkins,1/1/2014,,,
443,nl,John,Heitinga,31,Everton,31,182,72,Defender,1,21,6.38,0,0,0,0,0,0,0,0,0,James Wilson,1/1/2014,,,
520,None,John,Swift,15,Chelsea,19,0,0,Midfielder,1,1,6.12,0,0,0,0,0,0,0,0,0,Jan Vertonghen,1/1/2014,,,
537,se,John,Guidetti,96,Stoke,22,185,79,Forward,6,61,6.051666667,0,0,0.166666667,0,0,0.333333333,0,0.333333333,1.5,Jason Puncheon,1/1/2014,,,
83,eng,John,Terry,15,Chelsea,33,187,90,Defender,34,3060,7.132058824,2,1,0.764705882,0.147058824,0.058823529,0.617647059,0.058823529,0.058823529,0.117647059,Javier Hernandez,1/1/2014,,,
318,no,John Arne,Riise,170,Fulham,34,185,77,Defender,20,1488,6.654,0,0,0.9,0.75,0.65,0.3,0.1,0.5,0.75,Javier Garrido,1/1/2014,,,
316,ng,John Obi,Mikel,15,Chelsea,27,188,83,Midfielder,24,1068,6.659166667,1,1,0.375,0.375,0.375,0.375,0,0.208333333,0.25,Jay Fulton,1/1/2014,,,
177,eng,Joleon,Lescott,167,Manchester City,32,190,89,Defender,10,785,6.892,0,0,0.6,0,0.1,0.1,0,0.2,0.2,Jay Rodriguez,1/1/2014,,,
105,eng,Jon,Flanagan,26,Liverpool,21,181,79,Defender,23,1908,7.073043478,1,1,0.304347826,0.565217391,0.652173913,0.869565217,0.043478261,1.043478261,0.826086957,Jermain Defoe,1/1/2014,,,
143,se,Jonas,Olsson,175,West Bromwich Albion,31,195,85,Defender,32,2821,6.97,1,0,0.4375,0.21875,0.125,0.625,0.03125,0.09375,0.3125,Jermaine Pennant,1/1/2014,,,
246,ar,Jonás,Gutiérrez,168,Norwich,31,183,73,Midfielder,4,200,6.78,0,0,0.5,0.5,0.5,1.75,0,1.25,0.75,Jerome Thomas,1/1/2014,,,
477,ar,Jonás,Gutiérrez,23,Newcastle United,31,183,73,Midfielder,2,64,6.26,0,0,0.5,0.5,0.5,0.5,0,1,0.5,Jimmy Kebe,1/1/2014,,,
186,nl,Jonathan,de Guzmán,259,Swansea,27,174,70,Midfielder,34,2369,6.884705882,4,4,1.470588235,1.5,0.5,1,0.235294118,1.294117647,1.264705882,Joe Allen,1/1/2014,,,
373,ie,Jonathan,Walters,96,Stoke,31,183,79,Forward,32,2265,6.5475,5,2,1.15625,0.71875,0.4375,1.34375,0.40625,1,1.71875,Joe Bennett,1/1/2014,,,
379,eng,Jonathan,Howson,168,Norwich,26,180,77,Midfielder,27,2088,6.537407407,2,0,0.851851852,0.703703704,0.62962963,0.518518519,0,1.666666667,0.592592593,Joe Cole,1/1/2014,,,
427,no,Jonathan,Parr,162,Crystal Palace,26,182,75,Defender,15,757,6.43,0,0,0.133333333,0.333333333,0.066666667,0.4,0,0.133333333,0.133333333,Joe Hart,1/1/2014,,,
461,wls,Jonathan,Williams,162,Crystal Palace,21,168,60,Midfielder,9,179,6.343333333,0,0,0.444444444,0.333333333,0.777777778,0.777777778,0,0.555555556,0.222222222,Joe Ledley,1/1/2014,,,
156,eng,Jonjo,Shelvey,259,Swansea,22,185,80,Midfielder,32,2484,6.9371875,6,6,2.4375,1.40625,0.8125,0.5,0,0.9375,0.90625,Joe Lewis,1/1/2014,,,
147,nir,Jonny,Evans,32,Manchester United,26,188,77,Defender,17,1380,6.961764706,0,0,0.411764706,0.117647059,0.235294118,0.647058824,0,0.058823529,0.117647059,Joel Robles,1/1/2014,,,
508,eng,Jordan,Bowery,24,Aston Villa,23,185,76,Forward,9,237,6.184444444,0,1,0.777777778,0.222222222,0,0.222222222,0,1.444444444,0.333333333,Joel Ward,1/1/2014,,,
57,eng,Jordan,Henderson,26,Liverpool,24,182,67,Midfielder,35,3131,7.218857143,4,7,1.4,1.771428571,0.542857143,0.542857143,0.142857143,0.742857143,0.828571429,Joey O'Brien,1/1/2014,,,
308,es,Jordi,Amat,259,Swansea,22,184,78,Defender,17,1247,6.671176471,0,0,0.235294118,0.235294118,0.235294118,0.470588235,0,0.352941176,0.176470588,Johan Elmander,1/1/2014,,,
220,eng,Jordon,Mutch,188,Cardiff,23,175,65,Midfielder,35,2275,6.820571429,7,5,1.571428571,0.914285714,1.171428571,1.171428571,0.2,0.971428571,1.257142857,John O'Shea,1/1/2014,,,
507,eng,Jordon,Ibe,26,Liverpool,18,176,81,Forward,1,14,6.19,0,0,1,0,1,0,0,0,0,John Guidetti,1/1/2014,,,
237,dk,Jores,Okore,24,Aston Villa,22,183,80,Defender,3,169,6.793333333,0,0,0,0.666666667,0.666666667,0.333333333,0,0,0,John Heitinga,1/1/2014,,,
456,nl,Jos,Hooiveld,18,Southampton,31,193,86,Defender,3,270,6.353333333,0,0,0.333333333,0,0,0.666666667,0,0,0.333333333,John Heitinga,1/1/2014,,,
59,pt,Jose,Fonte,18,Southampton,30,187,81,Defender,36,3181,7.210555556,3,0,0.527777778,0.083333333,0.083333333,0.444444444,0,0.083333333,0.194444444,John Ruddy,1/1/2014,,,
203,es,José,Enrique Sanchez Diaz,26,Liverpool,28,184,76,Defender,8,602,6.8525,0,2,0.375,1.125,0.75,0.125,0.125,0.625,0.625,John Stones,1/1/2014,,,
425,es,José,Campaña,162,Crystal Palace,21,179,74,Midfielder,6,317,6.441666667,0,1,0.833333333,0.5,0.333333333,0.833333333,0,1.666666667,1,John Swift,1/1/2014,,,
354,es,Jose Alberto,Canas Ruiz Herrera,259,Swansea,27,177,71,Midfielder,23,1677,6.58826087,0,0,0.565217391,0.130434783,0.130434783,0.739130435,0,0.608695652,0.652173913,John Terry,1/1/2014,,,
53,es,José Manuel,Flores Moreno,259,Swansea,27,187,77,Defender,31,2773,7.225483871,3,0,0.806451613,0.161290323,0.516129032,0.709677419,0,0.322580645,0.290322581,Joleon Lescott,1/1/2014,,,
184,br,José Paulo,Bezerra Maciel Júnior,30,Tottenham,26,181,77,Midfielder,30,2416,6.885666667,6,2,2.4,0.766666667,0.833333333,0.633333333,0.166666667,1.7,1.566666667,Jon Flanagan,1/1/2014,,,
171,ng,Joseph,Yobo,168,Norwich,34,188,76,Defender,8,720,6.91,0,0,0.25,0.125,0.125,0.625,0,0,0.25,Jonas Olsson,1/1/2014,,,
536,eng,Josh,Murphy,168,Norwich,19,173,67,Midfielder,9,131,6.055555556,0,0,0.555555556,0,0.444444444,0.222222222,0,0.333333333,0.444444444,Jonathan de Guzman,1/1/2014,,,
419,us,Jozy,Altidore,16,Sunderland,25,185,79,Forward,31,1782,6.453870968,1,1,0.935483871,0.774193548,0.35483871,1.35483871,0.387096774,1.258064516,1.387096774,Jonathan Howson,1/1/2014,,,
