ranking,seasonId,seasonName,tournamentId,tournamentRegionId,tournamentRegionCode,regionCode,tournamentName,tournamentShortName,firstName,lastName,playerId,isActive,isOpta,teamId,teamName,playedPositions,age,height,weight,positionText,apps,subOn,minsPlayed,rating,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame,goalOwn,name,date,,,
66,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Chris,Smalling,71345,TRUE,TRUE,32,Manchester United,-DC-DR-,24,194,90,Defender,25,4,1940,7.1664,1.72,1.04,0.76,0.2,7.24,0.12,0.64,0,Chris Smalling,1/1/2014,,,
44,3853,2013/2014,2,252,gb,be,Premier League,EPL,Christian,Benteke,68312,TRUE,TRUE,24,Aston Villa,-FW-,23,190,83,Forward,26,2,2133,7.26,0.346153846,0.038461538,1.807692308,0,0.769230769,0.269230769,0.076923077,0,Christian Benteke,1/1/2014,,,
54,3853,2013/2014,2,252,gb,dk,Premier League,EPL,Christian,Eriksen,69344,TRUE,TRUE,30,Tottenham,-AMC-AML-,22,175,71,Midfielder,25,2,1995,7.2232,0.96,0.84,0.36,0.04,0.52,0.72,0,0,Christian Eriksen,1/1/2014,,,
552,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Chuba,Akpom,122294,TRUE,TRUE,13,Arsenal,None,19,183,70,Forward,1,1,1,6,0,0,0,0,0,0,0,0,Chuba Akpom,1/1/2014,,,
196,3853,2013/2014,2,252,gb,ie,Premier League,EPL,Ciaran,Clark,70099,TRUE,TRUE,24,Aston Villa,-DC-DL-DMC-,25,188,76,Defender,27,4,2206,6.860740741,1.703703704,0.962962963,1.111111111,1.074074074,7.37037037,0.296296296,0.814814815,0,Ciaran Clark,1/1/2014,,,
207,3853,2013/2014,2,252,gb,ar,Premier League,EPL,Claudio,Yacob,35691,TRUE,TRUE,175,West Bromwich Albion,-DMC-,27,181,77,Midfielder,27,5,1853,6.842222222,3.777777778,1.703703704,1.444444444,0,2,1.666666667,0.407407407,0,Claudio Yacob,1/1/2014,,,
532,3853,2013/2014,2,252,gb,us,Premier League,EPL,Clint,Dempsey,16369,FALSE,TRUE,170,Fulham,-AMC-AML-AMR-FW-,31,186,78,Midfielder,5,1,357,6.078,0.4,0.6,1.2,0,0,0.6,0,0,Clint Dempsey,1/1/2014,,,
224,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Connor,Wickham,73382,TRUE,TRUE,16,Sunderland,-AML-FW-,21,191,90,Forward,15,5,852,6.817333333,0.466666667,0.533333333,1.066666667,0,0.533333333,0.266666667,0.066666667,0,Connor Wickham,1/1/2014,,,
299,3853,2013/2014,2,252,gb,ro,Premier League,EPL,Costel,Pantilimon,43948,FALSE,TRUE,167,Manchester City,-GK-,27,203,96,Goalkeeper,7,0,630,6.678571429,0.142857143,0,0,0,1,0,0,1,Costel Pantilimon,1/1/2014,,,
394,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Craig,Bellamy,1982,FALSE,TRUE,188,Cardiff,-AML-AMR-FW-,35,175,68,Forward,22,9,1265,6.507272727,1.136363636,0.545454545,0.318181818,0,0.5,0.545454545,0.045454545,0,Craig Bellamy,1/1/2014,,,
153,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Craig,Dawson,73063,TRUE,TRUE,175,West Bromwich Albion,-DC-,24,188,78,Defender,12,2,951,6.945,1.75,2.666666667,0.833333333,0.5,5.75,0.666666667,1.083333333,0,Craig Dawson,1/1/2014,,,
434,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Craig,Gardner,14038,FALSE,TRUE,16,Sunderland,-DR-MC-MR-,27,178,76,Midfielder,18,11,772,6.402222222,1.833333333,0.277777778,0.611111111,0,0.555555556,0.833333333,0.333333333,0,Craig Gardner,1/1/2014,,,
268,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Craig,Noone,44153,TRUE,TRUE,188,Cardiff,-ML-MR-,26,177,69,Midfielder,17,4,1230,6.738235294,0.941176471,1.058823529,0.764705882,0,0.882352941,1.176470588,0,0,Craig Noone,1/1/2014,,,
23,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Curtis,Davies,8484,TRUE,TRUE,214,Hull,-DC-,29,188,76,Defender,37,0,3327,7.40027027,1.972972973,2.810810811,0.675675676,0.459459459,8.810810811,0.783783784,0.864864865,0,Curtis Davies,1/1/2014,,,
73,3853,2013/2014,2,252,gb,ie,Premier League,EPL,Damien,Delaney,8466,TRUE,TRUE,162,Crystal Palace,-DC-,33,191,89,Defender,37,0,3286,7.148918919,1.891891892,2.324324324,0.72972973,0.540540541,9.162162162,0.72972973,0.945945946,1,Damien Delaney,1/1/2014,,,
426,3853,2013/2014,2,252,gb,ie,Premier League,EPL,Damien,Duff,824,FALSE,TRUE,170,Fulham,-AML-AMR-,35,178,60,Midfielder,15,6,702,6.434,0.666666667,0.4,0.4,0.066666667,0.866666667,0.466666667,0.133333333,0,Damien Duff,1/1/2014,,,
395,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Dan,Burn,82277,TRUE,TRUE,170,Fulham,-DC-,22,198,87,Defender,9,3,606,6.506666667,0.666666667,0.777777778,0.666666667,0.333333333,9,1.111111111,0.666666667,0,Dan Burn,1/1/2014,,,
368,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Dan,Gosling,13846,FALSE,TRUE,23,Newcastle United,-MC-,24,178,71,Midfielder,8,4,364,6.5525,2.25,1.875,0.625,0,0.5,0.75,0,0,Dan Gosling,1/1/2014,,,
141,3853,2013/2014,2,252,gb,dk,Premier League,EPL,Daniel,Agger,7398,FALSE,TRUE,26,Liverpool,-DC-DL-,29,188,79,Defender,20,4,1422,6.98,1.35,1.05,0.5,0.3,5.7,0.25,0.4,0,Daniel Agger,1/1/2014,,,
325,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Daniel,Fox,11499,FALSE,TRUE,18,Southampton,-DL-,28,183,79,Defender,3,0,259,6.643333333,1.333333333,1,1,0,3.333333333,0.666666667,0.333333333,0,Daniel Fox,1/1/2014,,,
17,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Daniel,Sturridge,23736,TRUE,TRUE,26,Liverpool,-AML-AMR-FW-,25,188,76,Forward,29,3,2287,7.455517241,0.344827586,0.137931034,0.275862069,0,0.103448276,0.206896552,0.034482759,0,Daniel Sturridge,1/1/2014,,,
95,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Danny,Gabbidon,8147,FALSE,TRUE,162,Crystal Palace,-DC-DL-,35,178,77,Defender,23,1,1975,7.09173913,1.434782609,1.739130435,0.434782609,0.434782609,8.695652174,0.434782609,0.695652174,1,Danny Gabbidon,1/1/2014,,,
487,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Danny,Graham,10816,FALSE,TRUE,214,Hull,-FW-,29,183,87,Forward,18,6,1012,6.238333333,0.055555556,0.055555556,0.388888889,0,0.222222222,0.277777778,0.055555556,0,Danny Graham,1/1/2014,,,
113,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Danny,Rose,24711,TRUE,TRUE,30,Tottenham,-DL-,24,173,72,Defender,22,0,1946,7.054090909,2.590909091,2,1.363636364,0.227272727,3.136363636,0.818181818,0.363636364,0,Danny Rose,1/1/2014,,,
208,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Danny,Welbeck,39308,FALSE,TRUE,32,Manchester United,-AMC-AML-AMR-FW-,23,185,73,Forward,25,10,1469,6.8416,0.68,0.92,0.44,0,0.92,0.48,0,0,Danny Welbeck,1/1/2014,,,
470,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Darren,Bent,3116,FALSE,TRUE,170,Fulham,-FW-,30,180,73,Forward,24,13,1243,6.299583333,0.166666667,0.083333333,0.333333333,0,0.208333333,0.125,0.041666667,0,Darren Bent,1/1/2014,,,
360,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Darren,Fletcher,5835,TRUE,TRUE,32,Manchester United,-DMC-,30,183,83,Midfielder,12,3,781,6.576666667,0.666666667,1.166666667,0.25,0,0.833333333,0.666666667,0.083333333,0,Darren Fletcher,1/1/2014,,,
504,3853,2013/2014,2,252,gb,ie,Premier League,EPL,Darron,Gibson,30395,TRUE,TRUE,31,Everton,-MC-,27,183,90,Midfielder,1,1,27,6.2,1,0,0,0,1,0,0,0,Darron Gibson,1/1/2014,,,
140,3853,2013/2014,2,252,gb,br,Premier League,EPL,David,Luiz Moreira Marinho,27586,FALSE,TRUE,15,Chelsea,-DC-DMC-,27,189,86,Defender,19,4,1360,6.982105263,1.157894737,1.315789474,1.368421053,0.263157895,4.631578947,0.947368421,0.315789474,0,David Luiz Moreira Marinho,1/1/2014,,,
331,3853,2013/2014,2,252,gb,es,Premier League,EPL,David,de Gea,79554,TRUE,TRUE,32,Manchester United,-GK-,24,192,76,Goalkeeper,37,0,3330,6.635675676,0,0,0,0,0.540540541,0,0,0,David de Gea,1/1/2014,,,
255,3853,2013/2014,2,252,gb,gb,Premier League,EPL,David,Marshall,9002,TRUE,TRUE,188,Cardiff,-GK-,29,191,83,Goalkeeper,37,0,3330,6.758918919,0.027027027,0,0,0,0.621621622,0,0,0,David Marshall,1/1/2014,,,
380,3853,2013/2014,2,252,gb,ie,Premier League,EPL,David,Meyler,41589,TRUE,TRUE,214,Hull,-DMC-,25,188,79,Midfielder,30,3,2147,6.536666667,1.766666667,1,1.066666667,0.033333333,1,1,0.2,0,David Meyler,1/1/2014,,,
546,3853,2013/2014,2,252,gb,fr,Premier League,EPL,David,Ngog,24457,FALSE,TRUE,259,Swansea,-FW-,25,190,76,Forward,3,3,42,6.016666667,0,0,1,0,0,0,0,0,David Ngog,1/1/2014,,,
13,3853,2013/2014,2,252,gb,es,Premier League,EPL,David,Silva,14102,TRUE,TRUE,167,Manchester City,-AMC-AML-AMR-,28,170,67,Midfielder,27,1,2188,7.566666667,1.185185185,0.555555556,0.851851852,0,0.333333333,1.074074074,0,0,David Silva,1/1/2014,,,
271,3853,2013/2014,2,252,gb,gb,Premier League,EPL,David,Stockdale,13070,FALSE,TRUE,170,Fulham,-GK-,29,191,84,Goalkeeper,21,2,1738,6.727619048,0,0,0,0,0.571428571,0.047619048,0,1,David Stockdale,1/1/2014,,,
444,3853,2013/2014,2,252,gb,gb,Premier League,EPL,David,Vaughan,8238,FALSE,TRUE,16,Sunderland,-DMC-,31,170,66,Midfielder,3,1,174,6.376666667,3.333333333,0.333333333,0.666666667,0,2.666666667,2,0.333333333,0,David Vaughan,1/1/2014,,,
133,3853,2013/2014,2,252,gb,it,Premier League,EPL,Davide,Santon,44642,TRUE,TRUE,23,Newcastle United,-DL-DR-,23,187,77,Defender,27,1,2233,6.998888889,1.62962963,2.148148148,0.740740741,0.148148148,3.592592593,0.925925926,0.222222222,0,Davide Santon,1/1/2014,,,
277,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Dean,Moxey,12646,FALSE,TRUE,162,Crystal Palace,-DL-,28,180,70,Defender,20,2,1520,6.7215,2.55,1.45,0.6,0.25,3.3,0.75,0.15,0,Dean Moxey,1/1/2014,,,
465,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Declan,John,122008,TRUE,TRUE,188,Cardiff,-DL-,19,173,64,Defender,20,4,1489,6.3335,1.3,0.5,0.15,0.25,1.5,0.55,0.05,0,Declan John,1/1/2014,,,
313,3853,2013/2014,2,252,gb,be,Premier League,EPL,Dedryck,Boyata,83032,TRUE,TRUE,167,Manchester City,-DC-DR-,23,188,84,Defender,1,0,56,6.66,1,0,2,0,1,0,0,0,Dedryck Boyata,1/1/2014,,,
34,3853,2013/2014,2,252,gb,hr,Premier League,EPL,Dejan,Lovren,29106,FALSE,TRUE,18,Southampton,-DC-,25,188,84,Defender,31,0,2789,7.320645161,1.967741935,2.709677419,0.838709677,1.387096774,7.806451613,0.483870968,0.290322581,0,Dejan Lovren,1/1/2014,,,
392,3853,2013/2014,2,252,gb,sn,Premier League,EPL,Demba,Ba,21457,FALSE,TRUE,15,Chelsea,-AML-FW-,29,189,86,Forward,19,14,666,6.508947368,0.210526316,0.105263158,0.947368421,0,0.210526316,0.052631579,0.105263158,0,Demba Ba,1/1/2014,,,
367,3853,2013/2014,2,252,gb,gh,Premier League,EPL,Derek,Boateng,7224,FALSE,TRUE,170,Fulham,-DMC-,31,185,77,Midfielder,3,1,159,6.553333333,1.333333333,1.333333333,1.666666667,0,3.666666667,1.333333333,0.333333333,0,Derek Boateng,1/1/2014,,,
386,3853,2013/2014,2,252,gb,uy,Premier League,EPL,Diego,Lugano,22227,TRUE,TRUE,175,West Bromwich Albion,-DC-,34,188,84,Defender,9,2,660,6.518888889,1.111111111,1.444444444,1.222222222,0.888888889,6.222222222,0.444444444,0.222222222,0,Diego Lugano,1/1/2014,,,
282,3853,2013/2014,2,252,gb,bg,Premier League,EPL,Dimitar,Berbatov,2213,FALSE,TRUE,170,Fulham,-AMC-FW-,33,188,79,Forward,18,0,1573,6.713888889,0.722222222,0.444444444,1.555555556,0,1.055555556,0.5,0.166666667,0,Dimitar Berbatov,1/1/2014,,,
454,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Don,Cowie,11040,FALSE,TRUE,188,Cardiff,-MC-MR-,31,180,73,Midfielder,18,8,963,6.358888889,0.777777778,0.722222222,0.444444444,0,1,0.555555556,0.111111111,0,Don Cowie,1/1/2014,,,
448,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Dwight,Gayle,118326,TRUE,TRUE,162,Crystal Palace,-FW-,24,177,73,Forward,23,15,887,6.370869565,0.434782609,0.130434783,0.434782609,0,0.130434783,0.304347826,0,0,Dwight Gayle,1/1/2014,,,
343,3853,2013/2014,2,252,gb,nl,Premier League,EPL,Dwight,Tiendalli,13598,TRUE,TRUE,259,Swansea,-DL-DR-,29,180,69,Defender,10,1,754,6.613,1.9,1.5,1.1,0,2,0.4,0.3,0,Dwight Tiendalli,1/1/2014,,,
10,3853,2013/2014,2,252,gb,be,Premier League,EPL,Eden,Hazard,33404,TRUE,TRUE,15,Chelsea,-AMC-AML-AMR-,23,173,74,Midfielder,35,3,2907,7.672,0.657142857,0.542857143,0.485714286,0,0.371428571,0.657142857,0,0,Eden Hazard,1/1/2014,,,
75,3853,2013/2014,2,252,gb,ba,Premier League,EPL,Edin,Dzeko,24845,TRUE,TRUE,167,Manchester City,-FW-,28,193,84,Forward,31,8,2009,7.147741935,0.483870968,0.161290323,0.903225806,0,0.516129032,0.290322581,0.096774194,0,Edin Dzeko,1/1/2014,,,
314,3853,2013/2014,2,252,gb,ch,Premier League,EPL,Eldin,Jakupovic,18310,TRUE,TRUE,214,Hull,None,30,188,78,Goalkeeper,1,0,90,6.66,0,0,0,0,0,0,0,0,Eldin Jakupovic,1/1/2014,,,
548,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Elliot,Lee,123169,TRUE,TRUE,29,West Ham,None,19,180,72,Forward,1,1,2,6.01,0,0,0,0,0,0,0,0,Elliot Lee,1/1/2014,,,
259,3853,2013/2014,2,252,gb,gb,Premier League,EPL,Elliott,Bennett,30255,FALSE,TRUE,168,Norwich,-MR-,25,175,69,Midfielder,2,1,104,6.75,2,0.5,0,0,0.5,1,0,0,Elliott Bennett,1/1/2014,,,
488,3853,2013/2014,2,252,gb,me,Premier League,EPL,Elsad,Zverotic,36330,TRUE,TRUE,170,Fulham,-DMC-DR-,28,178,76,Defender,6,1,407,6.238333333,2,0.666666667,0.833333333,0.166666667,2.166666667,1.5,0,0,Elsad Zverotic,1/1/2014,,,
345,3853,2013/2014,2,252,gb,it,Premier League,EPL,Emanuele,Giaccherini,72296,TRUE,TRUE,16,Sunderland,-MC-ML-MR-,29,167,60,Midfielder,24,8,1366,6.608333333,0.958333333,0.166666667,0.458333333,0.041666667,0.291666667,0.916666667,0,0,Emanuele Giaccherini,1/1/2014,,,
69,3853,2013/2014,2,252,gb,tg,Premier League,EPL,Emmanuel,Adebayor,6363,TRUE,TRUE,30,Tottenham,-FW-,30,191,82,Forward,21,1,1812,7.16,1.142857143,0.19047619,1.238095238,0,0.80952381,0.333333333,0.095238095,0,Emmanuel Adebayor,1/1/2014,,,
438,3853,2013/2014,2,252,gb,ar,Premier League,EPL,Erik,Lamela,75830,TRUE,TRUE,30,Tottenham,-AMC-AML-AMR-FW-,22,183,79,Midfielder,9,6,331,6.392222222,1.222222222,0.666666667,0.555555556,0,0.111111111,1.333333333,0,0,Erik Lamela,1/1/2014,,,
145,3853,2013/2014,2,252,gb,nl,Premier League,EPL,Erik,Pieters,24148,TRUE,TRUE,96,Stoke,-DL-,26,184,84,Defender,36,2,2912,6.967777778,3.333333333,1.583333333,1.583333333,0.25,3.638888889,1.305555556,0.388888889,0,Erik Pieters,1/1/2014,,,
43,3853,2013/2014,2,252,gb,es,Premier League,EPL,Cesar,Azpilicueta,25931,TRUE,TRUE,15,Chelsea,-DL-DR-,25,178,75,Defender,29,3,2282,7.263103448,3.379310345,1.689655172,1.034482759,0.103448276,4.75862069,1,0.310344828,1,Cesar Azpilicueta,1/1/2014,,,
442,3853,2013/2014,2,252,gb,fr,Premier League,EPL,El-Hadji,Ba,135152,FALSE,TRUE,16,Sunderland,-DMC-,21,183,70,Midfielder,1,1,19,6.38,2,0,1,0,0,1,0,0,El-Hadji Ba,1/1/2014,,,
518,3853,2013/2014,2,252,gb,no,Premier League,EPL,Jo Inge,Berget,30630,FALSE,TRUE,188,Cardiff,None,24,184,78,Forward,1,1,11,6.13,0,0,0,0,0,0,0,0,Jo Inge Berget,1/1/2014,,,
49,3853,2013/2014,2,252,gb,fr,Premier League,EPL,Gael,Clichy,6042,TRUE,TRUE,167,Manchester City,-DL-,29,176,65,Defender,20,2,1660,7.2455,2.85,2,0.4,0.4,3.3,0.85,0.15,0,Gael Clichy,1/1/2014,,,
25,3853,2013/2014,2,252,gb,ar,Premier League,EPL,Martín,Demichelis,5840,TRUE,TRUE,167,Manchester City,-DC-DMC-,33,184,80,Defender,27,0,2430,7.39037037,2.037037037,2.555555556,0.703703704,0.703703704,6.777777778,1.074074074,0.259259259,0,Martín Demichelis,1/1/2014,,,
102,3853,2013/2014,2,252,gb,br,Premier League,EPL,Rafael Pereira,da Silva,4092,TRUE,TRUE,32,Manchester United,-DR-,24,173,80,Defender,19,1,1427,7.076842105,2.263157895,1.842105263,1,0.210526316,4,0.842105263,0.315789474,0,Rafael Pereira da Silva,1/1/2014,,,
148,3853,2013/2014,2,252,gb,br,Premier League,EPL,Fabio Pereira,da Silva,44031,FALSE,TRUE,32,Manchester United,-DL-DR-,24,172,65,Defender,1,0,90,6.96,2,0,1,0,4,0,0,0,Fabio Pereira da Silva,1/1/2014,,,
178,3853,2013/2014,2,252,gb,de,Premier League,EPL,Andre,Shurrle,77461,TRUE,TRUE,15,Chelsea,-AMC-AML-AMR-FW-,24,183,72,Midfielder,30,15,1343,6.891,1.3,0.566666667,0.7,0,0.533333333,0.633333333,0.033333333,0,Andre Shurrle,1/1/2014,,,
184,3853,2013/2014,2,252,gb,br,Premier League,EPL,Jose Paulo,Bezerra Maciel Junior,36399,TRUE,TRUE,30,Tottenham,-MC-,26,181,77,Midfielder,30,2,2416,6.885666667,2.166666667,1.066666667,1.1,0,1.1,0.833333333,0.133333333,0,Jose Paulo Bezerra Maciel Junior,1/1/2014,,,
15,3853,2013/2014,2,252,gb,ci,Premier League,EPL,Gnegneri Yaya,Toure,14053,TRUE,TRUE,167,Manchester City,-MC-,31,189,90,Midfielder,35,0,2939,7.548,1.542857143,0.685714286,1.114285714,0,0.971428571,1.257142857,0.085714286,0,Gnegneri Yaya Toure,1/1/2014,,,
203,3853,2013/2014,2,252,gb,es,Premier League,EPL,Jose,Enrique Sanchez Diaz,14230,TRUE,TRUE,26,Liverpool,-DL-ML-,28,184,76,Defender,8,2,602,6.8525,1.375,1.125,0.5,0.125,2.5,0.25,0.125,0,Jose Enrique Sanchez Diaz,1/1/2014,,,
209,3853,2013/2014,2,252,gb,es,Premier League,EPL,Adrian,San Miguel del Castillo,73399,TRUE,TRUE,29,West Ham,-GK-,27,190,80,Goalkeeper,20,0,1800,6.8415,0,0,0.05,0,0.5,0,0,0,Adrian San Miguel del Castillo,1/1/2014,,,
240,3853,2013/2014,2,252,gb,fr,Premier League,EPL,Kevin,Theophile-Catherine,69807,FALSE,TRUE,188,Cardiff,-DC-DL-DR-,25,183,85,Defender,28,2,2357,6.783571429,2.214285714,1.821428571,1.071428571,0.178571429,4.25,0.785714286,0.464285714,0,Kevin Theophile-Catherine,1/1/2014,,,
246,3853,2013/2014,2,252,gb,ar,Premier League,EPL,Jonas,Gutierrez,14075,TRUE,TRUE,168,Norwich,-MC-ML-MR-,31,183,73,Midfielder,4,2,200,6.78,3,1.75,1,0,0.25,0.75,0.25,0,Jonas Gutierrez,1/1/2014,,,
250,3853,2013/2014,2,252,gb,ch,Premier League,EPL,Tavares Varela,Adilson Cabral,26189,TRUE,TRUE,16,Sunderland,-DMC-,26,178,75,Midfielder,1,0,90,6.77,4,1,5,0,0,2,1,0,Tavares Varela Adilson Cabral,1/1/2014,,,
297,3853,2013/2014,2,252,gb,es,Premier League,EPL,Francisco Javier,Garcia Fernandez,12378,FALSE,TRUE,167,Manchester City,-DC-DMC-,27,180,85,Midfielder,29,15,1530,6.680689655,0.862068966,1.103448276,0.620689655,0.206896552,2.034482759,0.586206897,0.137931034,0,Francisco Javier Garcia Fernandez,1/1/2014,,,
320,3853,2013/2014,2,252,gb,br,Premier League,EPL,Fabio Pereira,da Silva,44031,TRUE,TRUE,188,Cardiff,-DL-DR-,24,172,65,Defender,13,0,1012,6.653076923,3.384615385,1.384615385,1.307692308,0.153846154,2.076923077,1.615384615,0.230769231,0,Fabio Pereira da Silva,1/1/2014,,,
348,3853,2013/2014,2,252,gb,pt,Premier League,EPL,Luis,Almeida da Cunha,19104,FALSE,TRUE,32,Manchester United,-AML-AMR-,27,175,66,Midfielder,11,4,566,6.599090909,1.181818182,0.363636364,0.454545455,0,0.363636364,0.545454545,0,0,Luis Almeida da Cunha,1/1/2014,,,
354,3853,2013/2014,2,252,gb,es,Premier League,EPL,Jose Alberto,Canas Ruiz Herrera,70133,FALSE,TRUE,259,Swansea,-DMC-,27,177,71,Midfielder,23,4,1677,6.58826087,1.565217391,2.173913043,0.52173913,0.043478261,1.173913043,1.173913043,0.260869565,0,Jose Alberto Canas Ruiz Herrera,1/1/2014,,,
366,3853,2013/2014,2,252,gb,br,Premier League,EPL,Sandro Ranieri,Guimaraes Cordeiro,68890,FALSE,TRUE,30,Tottenham,-DMC-,25,187,75,Midfielder,17,7,837,6.556470588,1.411764706,1.764705882,1.764705882,0,1.294117647,0.647058824,0.411764706,1,Sandro Ranieri Guimaraes Cordeiro,1/1/2014,,,
385,3853,2013/2014,2,252,gb,uy,Premier League,EPL,Gaston,Ramirez,82923,FALSE,TRUE,18,Southampton,-AMC-AML-AMR-FW-,23,183,77,Midfielder,18,15,515,6.523333333,1,0.166666667,0.888888889,0,0.388888889,0.777777778,0,0,Gaston Ramirez,1/1/2014,,,
425,3853,2013/2014,2,252,gb,es,Premier League,EPL,Jose,Campana,91214,FALSE,TRUE,162,Crystal Palace,-DMC-,21,179,74,Midfielder,6,2,317,6.441666667,1.333333333,0.666666667,0.5,0,0.5,0.666666667,0,0,Jose Campana,1/1/2014,,,
430,3853,2013/2014,2,252,gb,sn,Premier League,EPL,Papiss Demba,Cisse,24223,TRUE,TRUE,23,Newcastle United,-AMR-FW-,29,183,73,Forward,24,9,1392,6.420833333,0.708333333,0.416666667,0.5,0,0.5,0.041666667,0,0,Papiss Demba Cisse,1/1/2014,,,
458,3853,2013/2014,2,252,gb,dz,Premier League,EPL,Adlene,Guedioura,64343,TRUE,TRUE,162,Crystal Palace,-MC-MR-,28,183,74,Midfielder,8,4,321,6.35125,0.875,1,1.25,0,0.625,0.5,0,0,Adlene Guedioura,1/1/2014,,,
477,3853,2013/2014,2,252,gb,ar,Premier League,EPL,Jonas,Gutierrez,14075,FALSE,TRUE,23,Newcastle United,-MC-ML-MR-,31,183,73,Midfielder,2,1,64,6.26,1.5,0,0.5,0,0.5,0,0,0,Jonas Gutierrez,1/1/2014,,,
490,3853,2013/2014,2,252,gb,es,Premier League,EPL,Luis Alberto,Romero Alconchel,85077,FALSE,TRUE,26,Liverpool,-AMC-,22,182,72,Midfielder,9,9,135,6.236666667,0.333333333,0.222222222,0.111111111,0,0,0.333333333,0,0,Luis Alberto Romero Alconchel,1/1/2014,,,
516,3853,2013/2014,2,252,gb,es,Premier League,EPL,Alvaro,Vazquez Garcia,91203,FALSE,TRUE,259,Swansea,-FW-,23,182,71,Forward,12,7,414,6.134166667,0.166666667,0.083333333,0.583333333,0,0.166666667,0.333333333,0,0,Alvaro Vazquez Garcia,1/1/2014,,,
540,3853,2013/2014,2,252,gb,None,Premier League,EPL,Joao Carlos,Vilaca Teixeira,142352,FALSE,TRUE,26,Liverpool,None,21,167,64,Forward,1,1,8,6.04,0,0,0,0,0,0,0,0,Joao Carlos Vilaca Teixeira,1/1/2014,,,
559,3853,2013/2014,2,252,gb,None,Premier League,EPL,Buomesca Tue,Na Bangna,136661,FALSE,TRUE,170,Fulham,None,21,175,66,Midfielder,1,1,18,5.85,0,0,0,0,0,0,0,0,Buomesca Tue Na Bangna,1/1/2014,,,
53,3853,2013/2014,2,252,gb,es,Premier League,EPL,Jose Manuel,Flores Moreno,36614,TRUE,TRUE,259,Swansea,-DC-DR-,27,187,77,Defender,31,1,2773,7.225483871,2.516129032,3.032258065,1.258064516,0.64516129,6.612903226,1,0.451612903,1,Jose Manuel Flores Moreno,1/1/2014,,,
437,3853,2013/2014,2,252,gb,hu,Premier League,EPL,Zoltan,Gera,5095,FALSE,TRUE,175,West Bromwich Albion,-AMC-AML-AMR-,35,183,71,Midfielder,14,9,489,6.392857143,0.857142857,0.214285714,0.5,0,0.285714286,0.428571429,0.214285714,0,Zoltan Gera,1/1/2014,,,
449,3853,2013/2014,2,252,gb,kr,Premier League,EPL,Dong-Won,Ji,96084,FALSE,TRUE,16,Sunderland,-AMC-,23,188,80,Forward,5,3,205,6.37,0.6,0.4,0.4,0,0.2,0,0,0,Dong-Won Ji,1/1/2014,,,
233,3853,2013/2014,2,252,gb,kr,Premier League,EPL,Sung-Yueng,Ki,42916,FALSE,TRUE,16,Sunderland,-DMC-,25,187,79,Midfielder,27,2,2190,6.803703704,1.555555556,0.777777778,0.62962963,0,0.814814815,0.555555556,0.185185185,0,Sung-Yueng Ki,1/1/2014,,,
528,3853,2013/2014,2,252,gb,kr,Premier League,EPL,Sung-Yueng,Ki,42916,TRUE,TRUE,259,Swansea,-DMC-,25,187,79,Midfielder,1,1,13,6.1,0,0,0,1,1,1,0,0,Sung-Yueng Ki,1/1/2014,,,
399,3853,2013/2014,2,252,gb,kr,Premier League,EPL,Bo-Kyung,Kim,84759,TRUE,TRUE,188,Cardiff,-AMC-,25,178,70,Midfielder,28,7,1689,6.497142857,1.214285714,1.321428571,0.857142857,0.035714286,0.678571429,0.928571429,0.035714286,0,Bo-Kyung Kim,1/1/2014,,,
316,3853,2013/2014,2,252,gb,ng,Premier League,EPL,John Obi,Mikel,15464,TRUE,TRUE,15,Chelsea,-DMC-,27,188,83,Midfielder,24,13,1068,6.659166667,1.25,1,0.791666667,0,1.375,0.75,0.25,0,John Obi Mikel,1/1/2014,,,
78,3853,2013/2014,2,252,gb,es,Premier League,EPL,Jesus,Navas,9446,TRUE,TRUE,167,Manchester City,-AMC-AMR-,28,170,60,Midfielder,30,12,1783,7.143333333,1.266666667,0.633333333,0.166666667,0.066666667,0.666666667,0.333333333,0,0,Jesus Navas,1/1/2014,,,
